"","country","year","LifeExp","income","population","continent"
"36341","Cameroon",2004,54.6,2800,17300000,"Africa"
"36342","Canada",2004,80.1,39700,31800000,"The Americas"
"36343","Central African Republic",2004,44.9,849,3960000,"Africa"
"36344","Chad",2004,53,1580,9730000,"Africa"
"36345","Chile",2004,77.5,16200,16000000,"The Americas"
"36346","China",2004,73.7,5150,1320000000,"Asia"
"36347","Colombia",2004,75.6,9040,42100000,"The Americas"
"36348","Comoros",2004,64.1,2360,597000,"Africa"
"36349","Costa Rica",2004,78.5,10700,4230000,"The Americas"
"36350","Cote d'Ivoire",2004,53.7,2690,18000000,"Africa"
"36351","Croatia",2004,75.5,19300,4380000,"Europe"
"36352","Cuba",2004,77.7,5170,11300000,"The Americas"
"36353","Cyprus",2004,77.6,32500,1010000,"Europe"
"36354","Czech Republic",2004,76,24200,10200000,"Europe"
"36355","Denmark",2004,77.8,43700,5400000,"Europe"
"36356","Djibouti",2004,61.1,2260,772000,"Africa"
"36357","Dominica",2004,74,8670,70400,"The Americas"
"36358","Dominican Republic",2004,73.1,8480,8970000,"The Americas"
"36359","Ecuador",2004,74.2,8260,13600000,"The Americas"
"36360","Egypt",2004,68.6,7930,74200000,"Africa"
"36361","El Salvador",2004,72.5,5760,6020000,"The Americas"
"36362","Equatorial Guinea",2004,59.9,28600,717000,"Africa"
"36363","Eritrea",2004,55.6,2320,2720000,"Africa"
"36364","Estonia",2004,72.5,20700,1360000,"Europe"
"36365","Ethiopia",2004,55.7,677,74200000,"Africa"
"36366","Fiji",2004,67,7410,818000,"Oceania"
"36367","Finland",2004,78.8,38200,5240000,"Europe"
"36368","France",2004,80.2,36100,60700000,"Europe"
"36369","Gabon",2004,58.9,17000,1350000,"Africa"
"36370","Georgia",2004,72.9,4760,4230000,"Asia"
"36371","Germany",2004,79.4,37400,81600000,"Europe"
"36372","Ghana",2004,59.8,2430,21300000,"Africa"
"36373","Greece",2004,79.1,29500,11200000,"Europe"
"36374","Grenada",2004,74,10400,104000,"The Americas"
"36375","Guatemala",2004,69.7,6210,12800000,"The Americas"
"36376","Guinea",2004,55.7,1580,8930000,"Africa"
"36377","Guinea-Bissau",2004,53.2,1350,1310000,"Africa"
"36378","Guyana",2004,66.8,4830,746000,"The Americas"
"36379","Haiti",2004,58.8,1570,9050000,"The Americas"
"36380","Honduras",2004,71.4,3530,7280000,"The Americas"
"36381","Hungary",2004,72.9,21500,10100000,"Europe"
"36382","Iceland",2004,81.2,38900,291000,"Europe"
"36383","India",2004,65.2,3210,1130000000,"Asia"
"36384","Indonesia",2004,66.5,6560,223000000,"Asia"
"36385","Iran",2004,74.2,15500,69000000,"Middle East"
"36386","Iraq",2004,69,10700,26300000,"Middle East"
"36387","Ireland",2004,78.5,45100,4060000,"Europe"
"36388","Israel",2004,79.8,26100,6400000,"Middle East"
"36389","Italy",2004,80.7,37400,57900000,"Europe"
"36390","Jamaica",2004,76.5,8400,2730000,"The Americas"
"36391","Japan",2004,82.3,35100,128000000,"Asia"
"36392","Jordan",2004,74.4,8350,5580000,"Middle East"
"36393","Kazakhstan",2004,65.3,14700,15300000,"Asia"
"36394","Kenya",2004,56.4,2120,35600000,"Africa"
"36395","Kiribati",2004,59.9,1900,90500,"Oceania"
"36396","Kuwait",2004,79.3,87900,2200000,"Middle East"
"36397","Latvia",2004,71.2,15700,2280000,"Europe"
"36398","Lebanon",2004,76.3,10500,4570000,"Middle East"
"36399","Lesotho",2004,44.8,1840,2010000,"Africa"
"36400","Liberia",2004,58,916,3140000,"Africa"
"36401","Libya",2004,73.9,23600,5710000,"Africa"
"36402","Lithuania",2004,72.1,16900,3380000,"Europe"
"36403","Luxembourg",2004,79,87200,452000,"Europe"
"36404","Madagascar",2004,60.2,1370,17800000,"Africa"
"36405","Malawi",2004,46.7,862,12300000,"Africa"
"36406","Malaysia",2004,73.7,18000,25200000,"Asia"
"36407","Maldives",2004,73.8,10900,311000,"Asia"
"36408","Mali",2004,56,1710,12400000,"Africa"
"36409","Malta",2004,79.2,25500,403000,"Europe"
"36410","Marshall Islands",2004,62.1,3000,54500,"Oceania"
"36411","Mauritania",2004,65.3,2920,2940000,"Africa"
"36412","Mauritius",2004,73,12700,1220000,"Africa"
"36413","Mexico",2004,75.4,16000,105000000,"The Americas"
"36414","Micronesia, Fed. Sts.",2004,66.5,3180,107000,"Oceania"
"36415","Moldova",2004,69.1,3720,4170000,"Europe"
"36416","Mongolia",2004,63.5,5710,2500000,"Asia"
"36417","Montenegro",2004,74.4,11300,615000,"Europe"
"36418","Morocco",2004,70.5,5260,30100000,"Africa"
"36419","Mozambique",2004,50.6,718,19900000,"Africa"
"36420","Myanmar",2004,60.6,2000,48600000,"Asia"
"36421","Namibia",2004,52.4,7630,1910000,"Africa"
"36422","Nepal",2004,67.5,1640,25400000,"Asia"
"36423","Netherlands",2004,79.1,43000,16300000,"Europe"
"36424","New Zealand",2004,79.3,31200,4080000,"Oceania"
"36425","Nicaragua",2004,75.5,3620,5360000,"The Americas"
"36426","Niger",2004,54.9,758,13100000,"Africa"
"36427","Nigeria",2004,56.5,3970,135000000,"Africa"
"36428","North Korea",2004,70.2,1720,23700000,"Asia"
"36429","North Macedonia",2004,74.7,8980,2060000,"Europe"
"36430","Norway",2004,79.8,61700,4600000,"Europe"
"36431","Oman",2004,74.5,41500,2450000,"Middle East"
"36432","Pakistan",2004,62.6,3660,157000000,"Asia"
"36433","Panama",2004,78,11300,3270000,"The Americas"
"36434","Papua New Guinea",2004,55.6,2520,6350000,"Oceania"
"36435","Paraguay",2004,74.1,7980,5730000,"The Americas"
"36436","Peru",2004,76.3,7140,27600000,"The Americas"
"36437","Philippines",2004,69.2,4650,84700000,"Asia"
"36438","Poland",2004,75,16600,38400000,"Europe"
"36439","Portugal",2004,78.3,26400,10500000,"Europe"
"36440","Qatar",2004,76.6,117000,753000,"Middle East"
"36441","Romania",2004,71.9,13700,21600000,"Europe"
"36442","Russia",2004,65.3,18100,144000000,"Europe"
"36443","Rwanda",2004,55.4,990,8680000,"Africa"
"36444","Samoa",2004,72.2,5160,179000,"Oceania"
"36445","Sao Tome and Principe",2004,66,2110,154000,"Africa"
"36446","Saudi Arabia",2004,74.8,44600,23100000,"Middle East"
"36447","Senegal",2004,62.8,2610,10800000,"Africa"
"36448","Serbia",2004,72.6,10200,9240000,"Europe"
"36449","Seychelles",2004,72.1,16400,87400,"Africa"
"36450","Sierra Leone",2004,52.1,1060,5430000,"Africa"
"36451","Singapore",2004,80.9,59700,4180000,"Asia"
"36452","Slovenia",2004,77,26000,1990000,"Europe"
"36453","Solomon Islands",2004,61,1630,459000,"Oceania"
"36454","Somalia",2004,54,614,10100000,"Africa"
"36455","South Africa",2004,52.3,10600,47300000,"Africa"
"36456","South Korea",2004,78.2,24600,48500000,"Asia"
"36457","South Sudan",2004,56.3,3180,7210000,"Africa"
"36458","Spain",2004,80.2,32300,43300000,"Europe"
"36459","Sri Lanka",2004,69.3,6140,19400000,"Asia"
"36460","St. Lucia",2004,74.2,11200,162000,"The Americas"
"36461","St. Vincent and the Grenadines",2004,72.3,9110,109000,"The Americas"
"36462","Sudan",2004,64.3,2630,30200000,"Africa"
"36463","Suriname",2004,69.6,11600,494000,"The Americas"
"36464","Swaziland",2004,43.9,6860,1030000,"Africa"
"36465","Sweden",2004,80.2,40300,8990000,"Europe"
"36466","Switzerland",2004,81.3,51500,7320000,"Europe"
"36467","Syria",2004,74.7,5460,17800000,"Middle East"
"36468","Tajikistan",2004,69.2,1640,6660000,"Asia"
"36469","Tanzania",2004,56.1,1830,37400000,"Africa"
"36470","Thailand",2004,73.8,11100,65000000,"Asia"
"36471","Timor-Leste",2004,67.1,4900,972000,"Asia"
"36472","Togo",2004,56.9,1160,5470000,"Africa"
"36473","Tonga",2004,70.7,4910,100000,"Oceania"
"36474","Trinidad and Tobago",2004,71.5,25000,1290000,"The Americas"
"36475","Tunisia",2004,75.5,8570,10000000,"Africa"
"36476","Turkey",2004,76.5,15200,67000000,"Europe"
"36477","Turkmenistan",2004,66.5,5810,4700000,"Asia"
"36478","Uganda",2004,52.5,1220,26800000,"Africa"
"36479","Ukraine",2004,68,7020,47200000,"Europe"
"36480","United Arab Emirates",2004,72,98500,4070000,"Middle East"
"36481","United Kingdom",2004,79,36300,59900000,"Europe"
"36482","United States",2004,77.5,48300,292000000,"The Americas"
"36483","Uruguay",2004,75.1,12100,3320000,"The Americas"
"36484","Uzbekistan",2004,66.8,2910,26100000,"Asia"
"36485","Vanuatu",2004,63.4,2540,204000,"Oceania"
"36486","Venezuela",2004,74.7,14000,26000000,"The Americas"
"36487","Vietnam",2004,72.3,3210,83100000,"Asia"
"36488","Yemen",2004,65.3,4150,19500000,"Middle East"
"36489","Zambia",2004,48.4,2420,11600000,"Africa"
"36490","Zimbabwe",2004,45.1,2100,12000000,"Africa"
"36491","Afghanistan",2005,57.4,1100,25700000,"Asia"
"36492","Albania",2005,76,7430,3090000,"Europe"
"36493","Algeria",2005,75.3,12400,33100000,"Africa"
"36494","Andorra",2005,81.8,39800,78900,"Europe"
"36495","Angola",2005,55.7,5110,19400000,"Africa"
"36496","Antigua and Barbuda",2005,75.8,22200,81500,"The Americas"
"36497","Argentina",2005,75.3,15600,38900000,"The Americas"
"36498","Armenia",2005,73.4,5360,2980000,"Asia"
"36499","Australia",2005,81.2,39000,20200000,"Oceania"
"36500","Austria",2005,79.6,41300,8250000,"Europe"
"36501","Azerbaijan",2005,67.5,8180,8540000,"Asia"
"36502","Bahrain",2005,75.1,43200,889000,"Middle East"
"36503","Bangladesh",2005,67.6,1990,139000000,"Asia"
"36504","Barbados",2005,75.5,16000,276000,"The Americas"
"36505","Belarus",2005,68.6,11200,9560000,"Europe"
"36506","Belgium",2005,79.2,39800,10500000,"Europe"
"36507","Belize",2005,72.3,7850,284000,"The Americas"
"36508","Benin",2005,59.2,1740,7980000,"Africa"
"36509","Bhutan",2005,69.3,4580,649000,"Asia"
"36510","Bolivia",2005,69,4640,9230000,"The Americas"
"36511","Bosnia and Herzegovina",2005,75.9,8350,3770000,"Europe"
"36512","Botswana",2005,52.7,11700,1800000,"Africa"
"36513","Brazil",2005,73.1,12400,186000000,"The Americas"
"36514","Brunei",2005,74.7,83000,365000,"Asia"
"36515","Bulgaria",2005,72.6,12400,7690000,"Europe"
"36516","Burkina Faso",2005,55.3,1270,13400000,"Africa"
"36517","Burundi",2005,49.7,693,7360000,"Africa"
"36518","Cambodia",2005,63.7,1970,13300000,"Asia"
"36519","Cameroon",2005,54.9,2780,17700000,"Africa"
"36520","Canada",2005,80.2,40600,32200000,"The Americas"
"36521","Central African Republic",2005,45.2,840,4040000,"Africa"
"36522","Chad",2005,53.6,1790,10100000,"Africa"
"36523","Chile",2005,77.9,17000,16200000,"The Americas"
"36524","China",2005,74.2,5700,1330000000,"Asia"
"36525","Colombia",2005,76.4,9340,42600000,"The Americas"
"36526","Comoros",2005,64.5,2370,612000,"Africa"
"36527","Costa Rica",2005,79.3,10900,4290000,"The Americas"
"36528","Cote d'Ivoire",2005,54.2,2680,18400000,"Africa"
"36529","Croatia",2005,75.5,20100,4380000,"Europe"
"36530","Cuba",2005,77.6,5250,11300000,"The Americas"
"36531","Cyprus",2005,77.9,33600,1030000,"Europe"
"36532","Czech Republic",2005,76.3,25800,10300000,"Europe"
"36533","Denmark",2005,78.3,44600,5420000,"Europe"
"36534","Djibouti",2005,61.6,2290,783000,"Africa"
"36535","Dominica",2005,74.1,8700,70600,"The Americas"
"36536","Dominican Republic",2005,73.2,9150,9100000,"The Americas"
"36537","Ecuador",2005,74,8550,13800000,"The Americas"
"36538","Egypt",2005,68.8,8140,75500000,"Africa"
"36539","El Salvador",2005,72.4,5890,6050000,"The Americas"
"36540","Equatorial Guinea",2005,60.2,31700,750000,"Africa"
"36541","Eritrea",2005,56,2290,2830000,"Africa"
"36542","Estonia",2005,72.9,22800,1360000,"Europe"
"36543","Ethiopia",2005,56.8,736,76300000,"Africa"
"36544","Fiji",2005,67,7430,822000,"Oceania"
"36545","Finland",2005,79.1,39100,5260000,"Europe"
"36546","France",2005,80.4,36400,61100000,"Europe"
"36547","Gabon",2005,59.5,17000,1390000,"Africa"
"36548","Georgia",2005,73.4,5250,4210000,"Asia"
"36549","Germany",2005,79.7,37700,81600000,"Europe"
"36550","Ghana",2005,60,2510,21800000,"Africa"
"36551","Greece",2005,79.3,29600,11200000,"Europe"
"36552","Grenada",2005,74.5,11700,105000,"The Americas"
"36553","Guatemala",2005,69.5,6270,13100000,"The Americas"
"36554","Guinea",2005,55.9,1600,9110000,"Africa"
"36555","Guinea-Bissau",2005,53.2,1370,1340000,"Africa"
"36556","Guyana",2005,66.6,4730,746000,"The Americas"
"36557","Haiti",2005,59.8,1570,9200000,"The Americas"
"36558","Honduras",2005,71.7,3660,7460000,"The Americas"
"36559","Hungary",2005,72.9,22500,10100000,"Europe"
"36560","Iceland",2005,81.4,40700,295000,"Europe"
"36561","India",2005,65.5,3410,1150000000,"Asia"
"36562","Indonesia",2005,68.5,6840,226000000,"Asia"
"36563","Iran",2005,74.3,15800,69800000,"Middle East"
"36564","Iraq",2005,69.5,10900,26900000,"Middle East"
"36565","Ireland",2005,79,46600,4140000,"Europe"
"36566","Israel",2005,80.1,26600,6530000,"Middle East"
"36567","Italy",2005,80.9,37600,58300000,"Europe"
"36568","Jamaica",2005,77.2,8430,2740000,"The Americas"
"36569","Japan",2005,82.3,35700,128000000,"Asia"
"36570","Jordan",2005,74.6,8740,5770000,"Middle East"
"36571","Kazakhstan",2005,65.3,16000,15400000,"Asia"
"36572","Kenya",2005,56.9,2190,36600000,"Africa"
"36573","Kiribati",2005,60.1,1960,92300,"Oceania"
"36574","Kuwait",2005,79.2,93700,2270000,"Middle East"
"36575","Latvia",2005,70.8,17500,2250000,"Europe"
"36576","Lebanon",2005,76.4,10500,4700000,"Middle East"
"36577","Lesotho",2005,44.4,1910,2000000,"Africa"
"36578","Liberia",2005,58.7,940,3220000,"Africa"
"36579","Libya",2005,74,26000,5800000,"Africa"
"36580","Lithuania",2005,71.4,18500,3340000,"Europe"
"36581","Luxembourg",2005,79.4,88600,458000,"Europe"
"36582","Madagascar",2005,60.7,1390,18300000,"Africa"
"36583","Malawi",2005,47.5,868,12600000,"Africa"
"36584","Malaysia",2005,74,18600,25700000,"Asia"
"36585","Maldives",2005,75.6,9250,320000,"Asia"
"36586","Mali",2005,56.7,1760,12800000,"Africa"
"36587","Malta",2005,79.3,26300,405000,"Europe"
"36588","Marshall Islands",2005,62.1,3050,55300,"Oceania"
"36589","Mauritania",2005,65.7,3090,3020000,"Africa"
"36590","Mauritius",2005,72.9,12900,1220000,"Africa"
"36591","Mexico",2005,75.3,16200,106000000,"The Americas"
"36592","Micronesia, Fed. Sts.",2005,66.6,3260,106000,"Oceania"
"36593","Moldova",2005,68.7,4000,4160000,"Europe"
"36594","Mongolia",2005,63.9,6050,2530000,"Asia"
"36595","Montenegro",2005,74.5,11800,616000,"Europe"
"36596","Morocco",2005,70.8,5370,30500000,"Africa"
"36597","Mozambique",2005,50.6,758,20500000,"Africa"
"36598","Myanmar",2005,61.2,2250,48900000,"Asia"
"36599","Namibia",2005,52.6,7700,1940000,"Africa"
"36600","Nepal",2005,68,1680,25700000,"Asia"
"36601","Netherlands",2005,79.5,43800,16400000,"Europe"
"36602","New Zealand",2005,79.7,31900,4140000,"Oceania"
"36603","Nicaragua",2005,75.6,3720,5440000,"The Americas"
"36604","Niger",2005,55.7,763,13600000,"Africa"
"36605","Nigeria",2005,57.3,4120,139000000,"Africa"
"36606","North Korea",2005,70.3,1770,23900000,"Asia"
"36607","North Macedonia",2005,74.8,9390,2060000,"Europe"
"36608","Norway",2005,80.1,62900,4630000,"Europe"
"36609","Oman",2005,74.9,41500,2510000,"Middle East"
"36610","Pakistan",2005,61.8,3850,160000000,"Asia"
"36611","Panama",2005,78,11900,3330000,"The Americas"
"36612","Papua New Guinea",2005,55.6,2620,6490000,"Oceania"
"36613","Paraguay",2005,74.4,8020,5820000,"The Americas"
"36614","Peru",2005,76.8,7530,27900000,"The Americas"
"36615","Philippines",2005,69.1,4780,86300000,"Asia"
"36616","Poland",2005,75.2,17200,38400000,"Europe"
"36617","Portugal",2005,78.8,26600,10500000,"Europe"
"36618","Qatar",2005,76.6,110000,865000,"Middle East"
"36619","Romania",2005,72.2,14400,21400000,"Europe"
"36620","Russia",2005,64.8,19300,144000000,"Europe"
"36621","Rwanda",2005,57,1060,8840000,"Africa"
"36622","Samoa",2005,72.2,5340,180000,"Oceania"
"36623","Sao Tome and Principe",2005,66.1,2200,157000,"Africa"
"36624","Saudi Arabia",2005,74.7,45700,23800000,"Middle East"
"36625","Senegal",2005,63.4,2680,11100000,"Africa"
"36626","Serbia",2005,72.7,10800,9190000,"Europe"
"36627","Seychelles",2005,72.4,17800,88700,"Africa"
"36628","Sierra Leone",2005,52.6,1060,5650000,"Africa"
"36629","Singapore",2005,81.1,62600,4270000,"Asia"
"36630","Slovenia",2005,77.7,27000,1990000,"Europe"
"36631","Solomon Islands",2005,61,1680,470000,"Oceania"
"36632","Somalia",2005,54.7,616,10400000,"Africa"
"36633","South Africa",2005,52,11000,47900000,"Africa"
"36634","South Korea",2005,78.7,25500,48700000,"Asia"
"36635","South Sudan",2005,56.7,3360,7540000,"Africa"
"36636","Spain",2005,80.5,32900,44000000,"Europe"
"36637","Sri Lanka",2005,73.8,6470,19500000,"Asia"
"36638","St. Lucia",2005,74.3,11100,163000,"The Americas"
"36639","St. Vincent and the Grenadines",2005,72.4,9330,109000,"The Americas"
"36640","Sudan",2005,65.7,2750,30900000,"Africa"
"36641","Suriname",2005,69.9,11900,499000,"The Americas"
"36642","Swaziland",2005,43.6,7240,1030000,"Africa"
"36643","Sweden",2005,80.6,41300,9040000,"Europe"
"36644","Switzerland",2005,81.5,52800,7390000,"Europe"
"36645","Syria",2005,75,5650,18400000,"Middle East"
"36646","Tajikistan",2005,69.2,1720,6790000,"Asia"
"36647","Tanzania",2005,56.7,1910,38500000,"Africa"
"36648","Thailand",2005,74.8,11500,65400000,"Asia"
"36649","Timor-Leste",2005,67.7,6500,995000,"Asia"
"36650","Togo",2005,56.9,1150,5610000,"Africa"
"36651","Tonga",2005,70.8,4950,101000,"Oceania"
"36652","Trinidad and Tobago",2005,71.9,26400,1300000,"The Americas"
"36653","Tunisia",2005,75.8,8800,10100000,"Africa"
"36654","Turkey",2005,76.7,16300,67900000,"Europe"
"36655","Turkmenistan",2005,66.1,6500,4750000,"Asia"
"36656","Uganda",2005,53.8,1260,27700000,"Africa"
"36657","Ukraine",2005,67.8,7280,46900000,"Europe"
"36658","United Arab Emirates",2005,72.5,91600,4590000,"Middle East"
"36659","United Kingdom",2005,79.3,37200,60300000,"Europe"
"36660","United States",2005,77.6,49500,295000000,"The Americas"
"36661","Uruguay",2005,75.5,13000,3320000,"The Americas"
"36662","Uzbekistan",2005,66.8,3080,26400000,"Asia"
"36663","Vanuatu",2005,63.4,2610,209000,"Oceania"
"36664","Venezuela",2005,75.2,15100,26400000,"The Americas"
"36665","Vietnam",2005,72.5,3430,83800000,"Asia"
"36666","Yemen",2005,65.9,4250,20100000,"Middle East"
"36667","Zambia",2005,49.3,2520,11900000,"Africa"
"36668","Zimbabwe",2005,45.1,1980,12100000,"Africa"
"36669","Afghanistan",2006,57.6,1120,26400000,"Asia"
"36670","Albania",2006,76.4,7910,3060000,"Europe"
"36671","Algeria",2006,75.5,12400,33600000,"Africa"
"36672","Andorra",2006,82,42700,81000,"Europe"
"36673","Angola",2006,56.4,5500,20100000,"Africa"
"36674","Antigua and Barbuda",2006,76,24700,82700,"The Americas"
"36675","Argentina",2006,75.4,16700,39300000,"The Americas"
"36676","Armenia",2006,73.6,6110,2960000,"Asia"
"36677","Australia",2006,81.4,39500,20500000,"Oceania"
"36678","Austria",2006,80.1,42500,8290000,"Europe"
"36679","Azerbaijan",2006,68,10900,8630000,"Asia"
"36680","Bahrain",2006,75.7,42700,958000,"Middle East"
"36681","Bangladesh",2006,67.9,2100,141000000,"Asia"
"36682","Barbados",2006,75.8,16900,277000,"The Americas"
"36683","Belarus",2006,69.3,12400,9520000,"Europe"
"36684","Belgium",2006,79.6,40500,10600000,"Europe"
"36685","Belize",2006,72.6,8000,291000,"The Americas"
"36686","Benin",2006,59.6,1750,8220000,"Africa"
"36687","Bhutan",2006,69.8,4830,657000,"Asia"
"36688","Bolivia",2006,69.4,4780,9400000,"The Americas"
"36689","Bosnia and Herzegovina",2006,76,8800,3770000,"Europe"
"36690","Botswana",2006,54.2,12400,1840000,"Africa"
"36691","Brazil",2006,73.5,12700,188000000,"The Americas"
"36692","Brunei",2006,74.8,85400,370000,"Asia"
"36693","Bulgaria",2006,72.7,13400,7630000,"Europe"
"36694","Burkina Faso",2006,55.9,1310,13800000,"Africa"
"36695","Burundi",2006,53.8,707,7610000,"Africa"
"36696","Cambodia",2006,64.5,2150,13500000,"Asia"
"36697","Cameroon",2006,55.3,2800,18200000,"Africa"
"36698","Canada",2006,80.6,41200,32500000,"The Americas"
"36699","Central African Republic",2006,45.6,863,4120000,"Africa"
"36700","Chad",2006,53.7,1740,10500000,"Africa"
"36701","Chile",2006,78.2,17900,16400000,"The Americas"
"36702","China",2006,74.9,6390,1340000000,"Asia"
"36703","Colombia",2006,76.6,9840,43200000,"The Americas"
"36704","Comoros",2006,64.8,2380,626000,"Africa"
"36705","Costa Rica",2006,79.2,11600,4350000,"The Americas"
"36706","Cote d'Ivoire",2006,54.9,2660,18800000,"Africa"
"36707","Croatia",2006,75.8,21100,4370000,"Europe"
"36708","Cuba",2006,78.3,5920,11300000,"The Americas"
"36709","Cyprus",2006,78.4,34600,1050000,"Europe"
"36710","Czech Republic",2006,76.8,27500,10300000,"Europe"
"36711","Denmark",2006,78.3,46200,5440000,"Europe"
"36712","Djibouti",2006,61.5,2360,795000,"Africa"
"36713","Dominica",2006,74.1,9090,70700,"The Americas"
"36714","Dominican Republic",2006,73.2,9860,9220000,"The Americas"
"36715","Ecuador",2006,74.1,8780,14100000,"The Americas"
"36716","Egypt",2006,68.9,8540,76900000,"Africa"
"36717","El Salvador",2006,72.9,6120,6080000,"The Americas"
"36718","Equatorial Guinea",2006,61,32600,784000,"Africa"
"36719","Eritrea",2006,56.6,2190,2920000,"Africa"
"36720","Estonia",2006,73.1,25300,1350000,"Europe"
"36721","Ethiopia",2006,57.9,794,78500000,"Africa"
"36722","Fiji",2006,67,7510,828000,"Oceania"
"36723","Finland",2006,79.5,40500,5280000,"Europe"
"36724","France",2006,80.7,37000,61500000,"Europe"
"36725","Gabon",2006,59.9,16000,1430000,"Africa"
"36726","Georgia",2006,73.7,5770,4190000,"Asia"
"36727","Germany",2006,79.9,39100,81500000,"Europe"
"36728","Ghana",2006,60.2,2600,22400000,"Africa"
"36729","Greece",2006,79.6,31100,11200000,"Europe"
"36730","Grenada",2006,74.5,11200,105000,"The Americas"
"36731","Guatemala",2006,69.9,6460,13400000,"The Americas"
"36732","Guinea",2006,56.1,1580,9310000,"Africa"
"36733","Guinea-Bissau",2006,53.9,1370,1380000,"Africa"
"36734","Guyana",2006,67.2,4970,746000,"The Americas"
"36735","Haiti",2006,60.2,1580,9340000,"The Americas"
"36736","Honduras",2006,71.9,3810,7630000,"The Americas"
"36737","Hungary",2006,73.3,23400,10100000,"Europe"
"36738","Iceland",2006,81.7,41800,300000,"Europe"
"36739","India",2006,65.8,3630,1170000000,"Asia"
"36740","Indonesia",2006,68.7,7120,229000000,"Asia"
"36741","Iran",2006,74.5,16400,70600000,"Middle East"
"36742","Iraq",2006,68.7,11800,27400000,"Middle East"
"36743","Ireland",2006,79.3,47600,4230000,"Europe"
"36744","Israel",2006,80.3,27600,6680000,"Middle East"
"36745","Italy",2006,81.2,38200,58500000,"Europe"
"36746","Jamaica",2006,77.3,8630,2750000,"The Americas"
"36747","Japan",2006,82.6,36100,128000000,"Asia"
"36748","Jordan",2006,75,9090,5990000,"Middle East"
"36749","Kazakhstan",2006,65.5,17500,15600000,"Asia"
"36750","Kenya",2006,57.6,2270,37600000,"Africa"
"36751","Kiribati",2006,60.3,1920,94300,"Oceania"
"36752","Kuwait",2006,79.2,96400,2370000,"Middle East"
"36753","Latvia",2006,70.3,19800,2230000,"Europe"
"36754","Lebanon",2006,76.2,10600,4760000,"Middle East"
"36755","Lesotho",2006,44.2,2000,1990000,"Africa"
"36756","Liberia",2006,59.4,982,3330000,"Africa"
"36757","Libya",2006,74.5,27300,5890000,"Africa"
"36758","Lithuania",2006,71,20200,3300000,"Europe"
"36759","Luxembourg",2006,79.7,91700,466000,"Europe"
"36760","Madagascar",2006,61.1,1420,18900000,"Africa"
"36761","Malawi",2006,48.5,884,13000000,"Africa"
"36762","Malaysia",2006,74.3,19200,26200000,"Asia"
"36763","Maldives",2006,76.2,11400,327000,"Asia"
"36764","Mali",2006,57.2,1790,13200000,"Africa"
"36765","Malta",2006,79.5,26700,406000,"Europe"
"36766","Marshall Islands",2006,62.2,3060,55800,"Oceania"
"36767","Mauritania",2006,66.4,3570,3110000,"Africa"
"36768","Mauritius",2006,73,13400,1230000,"Africa"
"36769","Mexico",2006,75.7,16600,108000000,"The Americas"
"36770","Micronesia, Fed. Sts.",2006,66.7,3280,105000,"Oceania"
"36771","Moldova",2006,68.9,4210,4150000,"Europe"
"36772","Mongolia",2006,64.4,6480,2560000,"Asia"
"36773","Montenegro",2006,74.7,12800,618000,"Europe"
"36774","Morocco",2006,71.1,5710,30800000,"Africa"
"36775","Mozambique",2006,50.6,809,21100000,"Africa"
"36776","Myanmar",2006,61.9,2530,49300000,"Asia"
"36777","Namibia",2006,53.3,8110,1970000,"Africa"
"36778","Nepal",2006,68.3,1710,26100000,"Asia"
"36779","Netherlands",2006,79.8,45300,16400000,"Europe"
"36780","New Zealand",2006,79.9,32400,4190000,"Oceania"
"36781","Nicaragua",2006,76.3,3820,5510000,"The Americas"
"36782","Niger",2006,56.5,777,14100000,"Africa"
"36783","Nigeria",2006,57.9,4260,143000000,"Africa"
"36784","North Korea",2006,70.4,1750,24100000,"Asia"
"36785","North Macedonia",2006,74.8,9850,2060000,"Europe"
"36786","Norway",2006,80.4,63900,4670000,"Europe"
"36787","Oman",2006,75.1,42500,2580000,"Middle East"
"36788","Pakistan",2006,63.1,4000,164000000,"Asia"
"36789","Panama",2006,78,12700,3390000,"The Americas"
"36790","Papua New Guinea",2006,55.6,2620,6650000,"Oceania"
"36791","Paraguay",2006,74.3,8280,5910000,"The Americas"
"36792","Peru",2006,77.4,8020,28100000,"The Americas"
"36793","Philippines",2006,69,4940,87900000,"Asia"
"36794","Poland",2006,75.3,18300,38400000,"Europe"
"36795","Portugal",2006,79.1,27000,10500000,"Europe"
"36796","Qatar",2006,76.9,117000,1020000,"Middle East"
"36797","Romania",2006,72.7,15700,21200000,"Europe"
"36798","Russia",2006,66.3,21000,143000000,"Europe"
"36799","Rwanda",2006,58.7,1140,9040000,"Africa"
"36800","Samoa",2006,72.4,5410,181000,"Oceania"
"36801","Sao Tome and Principe",2006,66.8,2340,162000,"Africa"
"36802","Saudi Arabia",2006,74.7,45700,24500000,"Middle East"
"36803","Senegal",2006,63.9,2680,11400000,"Africa"
"36804","Serbia",2006,73.2,11900,9150000,"Europe"
"36805","Seychelles",2006,72.7,19100,89500,"Africa"
"36806","Sierra Leone",2006,53,1070,5830000,"Africa"
"36807","Singapore",2006,81.5,66200,4400000,"Asia"
"36808","Slovenia",2006,78,28400,2000000,"Europe"
"36809","Solomon Islands",2006,61.1,1760,481000,"Oceania"
"36810","Somalia",2006,55.1,615,10800000,"Africa"
"36811","South Africa",2006,52,11500,48500000,"Africa"
